Ind_ID,gender,car_owner,propert_owner,children,annual_income,type_income,education,marital_status,housing_type,birthday_count,employed_days,mobile_phone,work_phone,phone,email_id,family_members,label
5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21392.0,365243,1,0,0,0,2,0
5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-11644.0,-344,1,0,0,0,2,0
5146463,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,-9983.0,-1923,1,0,0,0,2,0
5112662,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12269.0,-604,1,0,0,0,3,0
5096796,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,-13188.0,-584,1,0,0,0,1,0
5066843,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17090.0,365243,1,0,0,0,2,0
5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805.0,-1922,1,0,0,0,3,0
5047704,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14717.0,-1496,1,0,0,0,3,0
5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,-17726.0,-708,1,0,1,1,3,0
5090954,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363.0,-12332,1,0,1,1,1,0
5143019,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768.0,-622,1,1,1,0,2,0
5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15770.0,-5209,1,0,0,0,1,0
5116018,F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,-22083.0,365243,1,0,1,0,1,0
5139662,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-23483.0,365243,1,0,0,0,2,0
5042232,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12849.0,-6273,1,1,0,0,1,0
5125317,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874.0,-2722,1,0,0,0,2,0
5068038,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,-17164.0,-9363,1,0,0,0,2,0
5038814,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19366.0,-746,1,0,0,0,2,0
5095356,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-9020.0,-1039,1,0,0,0,1,0
5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11892.0,-1322,1,0,0,0,1,0
5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870.0,-3458,1,1,1,0,2,0
5096211,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211.0,-158,1,1,0,0,2,0
5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701.0,-2457,1,0,0,0,2,0
5132340,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-15646.0,-2811,1,0,0,0,3,0
5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,-13678.0,-7018,1,0,0,0,5,0
5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16990.0,-2026,1,0,0,0,2,0
5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18179.0,-188,1,0,0,0,2,0
5149660,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11920.0,-2967,1,0,0,0,3,0
5022756,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800.0,-3166,1,0,0,0,2,0
5036562,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11953.0,-5107,1,1,0,0,3,0
5117754,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011.0,-1649,1,0,0,0,2,0
5125281,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280.0,-3694,1,0,0,1,3,0
5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11008.0,-3697,1,0,0,0,4,0
5021267,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512.0,-4596,1,0,0,0,3,0
5125524,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13865.0,-5674,1,1,1,0,4,0
5010089,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304.0,-1682,1,0,0,0,2,0
5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-16825.0,-196,1,0,0,0,2,0
5142763,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10021.0,-530,1,0,0,0,1,0
5023261,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202.0,-1696,1,0,0,0,2,0
5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19765.0,-2168,1,0,0,0,2,0
5146123,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132.0,365243,1,0,0,0,1,0
5023410,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21642.0,365243,1,0,0,0,2,0
5010032,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22121.0,365243,1,0,1,0,2,0
5118397,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17154.0,-1649,1,0,0,0,2,0
5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,-23599.0,-13382,1,0,0,0,2,0
5069399,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8396.0,-1509,1,1,1,0,1,0
5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,-17016.0,-1347,1,0,0,0,1,0
5022041,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10049.0,-1405,1,0,0,1,2,0
5126124,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15185.0,-227,1,1,1,0,2,0
5023563,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-17782.0,-9975,1,0,0,0,1,0
5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488.0,-1505,1,0,0,0,1,0
5024412,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-18582.0,-5084,1,0,0,0,2,0
5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-13788.0,-2905,1,0,0,0,2,0
5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,-12730.0,-2213,1,0,0,0,4,0
5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12262.0,-356,1,0,0,0,2,0
5126322,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17778.0,-1719,1,1,1,0,2,0
5053610,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589.0,-3680,1,0,0,0,2,0
5069227,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17330.0,-962,1,0,1,0,2,0
5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000,1,0,0,0,1,0
5142812,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-11648.0,-4275,1,1,1,0,2,0
5053114,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23849.0,365243,1,0,0,0,2,0
5149027,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22795.0,365243,1,0,0,0,2,0
5145869,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978.0,365243,1,0,1,0,1,0
5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18362.0,-110,1,0,0,0,2,0
5087944,F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,-19923.0,-2078,1,1,1,0,1,0
5035688,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16505.0,-8377,1,0,0,0,2,0
5068491,M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-18321.0,-110,1,0,1,0,3,0
5044860,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028.0,365243,1,0,0,0,2,0
5117047,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23027.0,365243,1,0,0,0,1,0
5022676,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23286.0,365243,1,0,0,0,2,0
5009739,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14657.0,-4392,1,1,1,0,2,0
5096991,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-12272.0,-126,1,0,0,0,3,0
5067982,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,-20013.0,-7640,1,0,0,1,1,0
5135982,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480.0,-3153,1,0,0,0,1,0
5046362,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,-14386.0,-139,1,1,1,0,2,0
5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,-16480.0,-4023,1,0,0,1,2,0
5143519,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280.0,365243,1,0,0,0,1,0
5068888,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-23537.0,-4888,1,0,0,0,2,0
5150412,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22116.0,365243,1,0,0,0,1,0
5067924,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22743.0,365243,1,0,0,0,1,0
5056149,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-23424.0,-14887,1,0,0,0,2,0
5022308,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-19042.0,-3319,1,0,0,0,1,0
5068465,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10175.0,-1966,1,0,1,0,3,0
5036881,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22471.0,365243,1,0,0,0,2,0
5137033,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14301.0,-200,1,0,1,0,3,0
5148812,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22416.0,365243,1,0,0,0,2,0
5100220,M,Y,Y,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15182.0,-6123,1,0,0,0,4,0
5078842,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,-10532.0,-117,1,0,0,0,3,0
5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476.0,-2625,1,0,0,0,3,0
5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,-18940.0,-1763,1,0,0,0,2,0
5045253,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20854.0,-3689,1,0,0,0,3,0
5100000,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15226.0,-3414,1,0,0,0,3,0
5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778.0,-2910,1,1,0,1,3,0
5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17000.0,-3412,1,0,0,0,2,0
5115947,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9586.0,-1107,1,0,0,0,1,0
5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,-22062.0,365243,1,0,0,0,2,0
5022373,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20693.0,-8036,1,0,0,0,2,0
5149040,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19750.0,-3608,1,0,0,0,2,0
5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327.0,-101,1,1,1,0,4,0
5139951,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-19988.0,-3231,1,1,0,0,2,0
5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,-10817.0,-203,1,0,1,0,3,0
5148527,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23365.0,365243,1,0,0,0,2,0
5009443,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-9489.0,-1682,1,0,1,0,2,0
5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461.0,-1589,1,0,1,0,3,0
5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-10952.0,-3577,1,1,0,0,2,0
5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080.0,-735,1,1,0,0,3,0
5116818,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,-16542.0,-8737,1,1,1,0,1,0
5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17262.0,-1617,1,0,0,0,2,0
5086006,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497.0,365243,1,0,0,0,1,0
5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-14148.0,-1591,1,1,1,0,3,0
5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457.0,-979,1,0,0,0,2,0
5105657,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,-14160.0,-422,1,0,1,1,3,0
5150047,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,-17958.0,-655,1,0,0,0,2,0
5035791,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973.0,365243,1,0,0,0,1,0
5021682,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745.0,-3653,1,0,0,0,1,0
5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-17562.0,-1261,1,0,0,0,2,0
5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578.0,-7346,1,0,0,0,2,0
5023460,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012.0,365243,1,0,0,0,1,0
5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-19410.0,-5545,1,1,0,0,3,0
5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14133.0,-3810,1,0,0,0,2,0
5024527,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20967.0,365243,1,0,1,0,1,0
5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16042.389830508475,-1190,1,0,1,0,3,0
5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565.0,-3246,1,0,0,0,2,0
5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17538.0,-7676,1,0,1,0,1,0
5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791.0,-1353,1,1,0,0,4,0
5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,-3715,1,0,0,1,2,0
5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,-12417.0,-1113,1,0,1,0,3,0
5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11279.0,-508,1,0,0,0,3,0
5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11749.0,-992,1,0,0,0,2,0
5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997.0,-2289,1,0,0,1,4,0
5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,-19736.0,-12621,1,0,1,0,1,0
5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-13230.0,-3643,1,0,0,1,3,0
5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12278.0,-869,1,0,0,0,2,0
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,-10990.0,-2174,1,0,0,0,4,0
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12716.0,-5336,1,0,0,0,2,0
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19033.0,-3535,1,0,0,0,2,0
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863.0,-4407,1,0,0,0,3,0
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-13682.0,-453,1,1,1,0,2,0
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-9124.0,-960,1,1,0,0,2,0
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21009.0,365243,1,0,0,0,2,0
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11512.0,-4711,1,0,0,0,1,0
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596.0,-1965,1,0,0,0,3,0
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-11892.0,-2543,1,0,1,0,3,0
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648.0,-1393,1,1,1,0,3,0
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11239.0,-460,1,0,0,0,3,0
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22811.0,-2234,1,1,1,0,2,0
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725.0,-1631,1,0,0,0,4,0
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-16758.0,-1619,1,0,0,0,2,0
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-18838.0,-5981,1,0,0,0,2,0
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,-3153,1,1,0,0,2,0
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796.0,-2682,1,0,0,0,2,0
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047.0,-3443,1,0,0,0,3,0
5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-20754.0,-2330,1,0,0,0,2,0
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413,1,0,0,0,2,0
5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23431.0,365243,1,0,0,0,1,0
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547.0,-6645,1,0,0,0,3,0
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454.0,-505,1,0,0,1,4,0
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,-201,1,0,0,0,2,0
5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20013.0,365243,1,0,0,0,2,0
5149353,M,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12208.0,-3273,1,0,0,0,2,0
5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-21721.0,365243,1,0,0,0,2,0
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10253.0,-1462,1,0,0,0,3,0
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843.0,-2609,1,0,0,0,2,0
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-19433.0,-521,1,1,1,0,2,0
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455.0,-1321,1,0,0,0,2,0
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,-13387.0,-2467,1,0,0,0,3,0
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11762.0,-716,1,0,0,0,4,0
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389.0,-1632,1,1,1,0,2,0
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,-11697.0,-614,1,0,0,0,4,0
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17579.0,-1904,1,1,0,0,1,0
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,-18181.0,-351,1,1,1,0,1,0
5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898.0,-7310,1,1,1,0,1,0
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19474.0,365243,1,0,0,0,2,0
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15243.0,-7260,1,1,1,0,3,0
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192.0,-626,1,0,0,0,4,0
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20341.0,-6853,1,0,0,0,2,0
5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13427.0,-458,1,1,0,0,5,0
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,-15050.0,-1628,1,0,0,0,3,0
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439.0,-6094,1,1,0,0,4,0
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992.0,-734,1,1,1,0,2,0
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11822.0,-657,1,1,0,0,3,0
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17235.0,-2700,1,0,1,0,2,0
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116.0,-880,1,0,0,0,3,0
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,-11061.0,-157,1,1,1,0,1,0
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,-14247.0,-135,1,0,0,0,3,0
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-11998.0,-1497,1,0,0,0,1,0
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366.0,-1266,1,1,1,0,2,0
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,1,0
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390.0,-515,1,0,1,0,2,0
5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034.0,365243,1,0,0,0,1,0
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351.0,-1023,1,0,0,0,2,0
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516.0,-2129,1,1,1,0,2,0
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,-10932.0,-575,1,0,0,0,1,0
5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751.0,365243,1,0,0,0,1,0
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17617.0,-3262,1,1,1,1,1,0
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,-8247.0,-430,1,1,0,1,2,0
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099.0,-2207,1,0,0,1,5,0
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981.0,-1866,1,0,0,1,2,0
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425.0,-4568,1,1,1,0,2,0
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188.0,-309,1,1,1,1,2,0
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-22100.0,-578,1,0,0,1,2,0
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16042.389830508475,-6908,1,0,0,0,2,0
5051180,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13086.0,-1931,1,0,1,0,3,0
5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-20208.0,-8033,1,0,1,0,3,0
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320.0,-2257,1,0,0,0,3,0
5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22233.0,365243,1,0,1,0,2,0
5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11731.0,-3776,1,1,1,0,5,0
5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20282.0,365243,1,0,1,0,1,0
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301.0,-140,1,0,1,0,3,0
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855.0,-4583,1,0,0,0,2,0
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,-15931.0,-4404,1,1,1,0,3,0
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-11736.0,-727,1,0,0,0,4,0
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510.0,-3805,1,0,0,0,3,0
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353.0,-2316,1,0,0,1,2,0
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-11602.0,-1455,1,0,0,0,3,0
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538.0,-5422,1,1,1,0,3,0
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11495.0,-581,1,0,0,0,1,0
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11955.0,-893,1,1,1,1,2,0
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,-10927.0,-1860,1,0,0,0,4,0
5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24946.0,365243,1,0,1,0,1,0
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548.0,-6317,1,0,1,0,1,0
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16116.0,-1000,1,0,1,0,2,0
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,1,2,0
